x,y,yaw,steering_angle,cmd_vel,actual_vel
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.1019546389579773,6.0,0.0
0.010175697784353345,4.80031542039228e-06,0.0014955851370310116,0.1019546389579773,6.0,0.43745999999999996
0.043902863867227145,0.001363912872396352,0.010725025845319678,0.1019546389579773,6.0,0.9129599999999998
0.10131114879734658,0.005179993790691507,0.027217774190700633,0.1019546389579773,6.0,1.3884599999999996
0.18235109473152242,0.011796146298037836,0.04970811599371139,0.1019546389579773,6.0,1.8639599999999994
0.28691260275602315,0.022259774731607743,0.07720850386558414,0.1019546389579773,6.0,2.3394599999999994
0.41482627650711845,0.037828716459188776,0.10835960142218587,0.1019546389579773,6.0,2.8149599999999992
0.5658487966058979,0.05993188031374687,0.14222094018428996,0.1019546389579773,6.0,3.290459999999999
0.7396666306623843,0.09003384384669207,0.1775378529385451,0.1019546389579773,6.0,3.765959999999999
0.8948617309457445,0.12088033203846195,0.2063461085635616,0.1019546389579773,6.0,4.143922587
1.1515866743035736,0.17980914325811034,0.2522236245760321,0.04099470004439354,6.0,4.614363858266949
1.3820264725202724,0.24124531366533247,0.293838199690552,0.04099470004439354,6.0,4.913924208889283
1.623532289034127,0.31246678956956575,0.3214752963766423,0.004498680587857962,6.0,5.148722677974131
1.8732792279244448,0.3923506709694221,0.3416626952043918,0.004498680587857962,6.0,5.332760121414344
2.129414993594216,0.4789596053252183,0.35165504475142884,-0.014932457357645035,6.0,5.477010553369973
2.390575052569558,0.5706450209070005,0.35505475187569385,-0.014932457357645035,6.0,5.590075518468476
2.6561252228920766,0.6649714316308099,0.3472474923208688,-0.025644576177001,6.0,5.678696995433327
2.9254715446695654,0.7603615800753569,0.3362260221086226,-0.025644576177001,6.0,5.748159416198146
3.1981740259022855,0.8554999059661883,0.3247650567965822,-0.025641050189733505,6.0,5.802604772603371
3.4738224251486867,0.9495077133846748,0.31381914202212996,-0.025641050189733505,6.0,5.845279600250512
3.7520551582686443,1.0417725010452323,0.30299421164453316,-0.02434847690165043,6.0,5.878728566975223
4.032536000157254,1.1319348405836502,0.29245104209842326,-0.02434847690165043,6.0,5.904946209474024
4.314992561410185,1.2197073282590802,0.2817416447160479,-0.020373065024614334,6.0,5.9254958660255115
4.5991825675982545,1.3049253354324442,0.271141524254527,-0.020373065024614334,6.0,5.94160289717461
4.884919491363666,1.3874188084008605,0.2602984140388032,-0.016470003873109818,6.0,5.954227753059087
5.172035135739298,1.4670991891789573,0.24954883831660374,-0.016470003873109818,6.0,5.964123244327986
5.460402535091245,1.5438488520918716,0.23856632761240087,-0.009913279674947262,6.0,5.9718794316737185
5.749901771278982,1.6176188855611764,0.22769877045368445,-0.009913279674947262,6.0,5.977958810706792
6.040442887705724,1.6883222669219446,0.21661975314401835,-0.0013776981504634023,6.0,5.982723890220774
6.33193583356609,1.7559350443929602,0.20567577427222153,-0.0013776981504634023,6.0,5.986458808318669
6.624312993094452,1.8203900574308147,0.19453639541120019,0.014034213498234749,6.0,5.989386275354012
6.917434183845383,1.8820111629912013,0.1872357035038286,0.014034213498234749,6.0,5.991680853981547
7.2109129854306016,1.9424158958268798,0.19315024247358106,0.025019725784659386,6.0,5.993479368196866
7.504494453775048,2.0027178635834377,0.20420225625632954,0.025019725784659386,6.0,5.9948890620482285
7.79791115809713,2.0641210789641287,0.2167485301941237,0.02285626158118248,6.0,5.995993994518399
8.090957505884386,2.1274986246215475,0.22908642177728578,0.02285626158118248,6.0,5.996860051898486
8.383473573000972,2.193453756790586,0.24122544662343842,0.018714020028710365,6.0,5.997538876537868
8.675355010065568,2.2622934318871395,0.25284802853971006,0.018714020028710365,6.0,5.99807094623859
8.966515126331531,2.3342208585222113,0.26439551121951316,0.018714020028710365,6.0,5.998487987916222
9.256898580822204,2.4092960506541745,0.2756233448014343,0.01046705525368452,6.0,5.9988148694519445
9.54644797386585,2.487581871164061,0.28693612431012533,0.003508887253701687,6.0,5.999071082545567
9.835126053732917,2.569063777770217,0.2980352876685682,0.003508887253701687,6.0,5.999271904990918
10.122884797767359,2.653766693491868,0.30928229417156317,-0.0063897594809532166,6.0,5.999429311679181
10.409793074456832,2.741334090269279,0.31665229595334693,-0.0063897594809532166,6.0,5.999552688652639
10.696321915514167,2.8301555681801176,0.3107544207749564,-0.01529370341449976,6.0,5.999649392787309
10.982809167099722,2.9191257458074062,0.29968436029748396,-0.01529370341449976,6.0,5.999725190477915
11.2696213443001,3.0070531873865454,0.28710328021610637,-0.013012259267270565,6.0,5.999784601483669
11.557015313365559,3.0930677167152534,0.2747276700187737,-0.013012259267270565,6.0,5.999831168438104
11.845153986529303,3.176559856856003,0.2625550708702858,-0.006412699352949858,6.0,5.9998676680936445
12.13410284239746,3.2572087035422284,0.25090578318552864,-0.006412699352949858,6.0,5.999896276897263
12.423890417091439,3.334794329816187,0.23933817923148062,0.004310518968850374,6.0,5.999918700770377
12.714257356102665,3.410191557030119,0.23749065108764406,0.004310518968850374,6.0,5.999936276831652
13.004823906467326,3.484819771322737,0.24619563058247226,0.025399047881364822,6.0,5.999950053128385
13.295299950342997,3.559801447483139,0.25804350107050605,0.025399047881364822,6.0,5.999960851130778
13.585394569993776,3.6362458378088696,0.2706771158185924,0.029847262427210808,6.0,5.99996931471558
13.87490041554985,3.7148905356524886,0.28290865831248113,0.029847262427210808,6.0,5.99997594855998
14.163660769562133,3.7962298691470737,0.29492789571502886,0.03166206181049347,6.0,5.999981148235124
14.4515798208688,3.8804989961364753,0.3064641209153482,0.03166206181049347,6.0,5.9999852237937255
14.738576801289913,3.9678571786465864,0.31796023301670207,0.03980029374361038,6.0,5.999988418258274
15.024556077533012,4.0584892250862925,0.3309921274260766,0.03980029374361038,6.0,5.9999909221122865
15.308970312213383,4.153912535735389,0.35710138620558646,0.0521363839507103,6.0,5.999992884658689
15.59131526198491,4.255288715709583,0.39005157137573543,0.0521363839507103,6.0,5.999994422922649
15.87102690123458,4.363712759460535,0.42467183075117815,0.04717433080077171,6.0,5.999995628629685
16.1475310066605,4.480068709797392,0.4595760590879263,0.04717433080077171,6.0,5.999996573675202
16.42033817741814,4.604843369507294,0.49395965185918167,0.03429263085126877,6.0,5.9999973144115515
16.689004739249754,4.738298603305788,0.5281416011000094,0.03429263085126877,6.0,5.999997895008285
16.95316414647366,4.880466078061825,0.5618807462821377,0.03429263085126877,6.0,5.999998350085947
17.21246365368467,5.031315114284152,0.5956162813966278,0.03429263085126877,6.0,5.9999987067804765
17.46660296347913,5.190704028607006,0.6290824503797671,-0.00764686893671751,6.0,5.9999989863613
17.715375989550285,5.358349249259655,0.66051028407832,-0.00764686893671751,6.0,5.999999205499612
17.960234471786922,5.5316748401588365,0.6663788779727375,-0.0352097786962986,6.0,5.999999377262463
18.202912421599358,5.708047256789062,0.6508721198585509,-0.0352097786962986,6.0,5.999999511891943
18.445823708955093,5.884097573120499,0.6189207759419002,-0.03584414720535278,6.0,5.9999996174159085
18.69086187463084,6.0571701160805285,0.5821402506892955,-0.03584414720535278,6.0,5.999999700126674
18.93942594341175,6.22513303733517,0.5452563761876668,-0.03584414720535278,6.0,5.999999764956217
19.192344865613947,6.386458595059528,0.5091094768355439,-0.003964367788285017,6.0,5.999999815770277
19.449777455839925,6.540481455756735,0.47778241719590814,-0.003964367788285017,6.0,5.999999855598857
19.710963843285338,6.688053308705968,0.46042114503284715,-0.003964367788285017,6.0,5.999999886816907
19.975333502397753,6.829847691388508,0.44867470349045985,0.03048490732908249,6.0,5.999999911285933
20.242101881178144,6.967082543292697,0.442393183937634,0.03048490732908249,6.0,5.999999930465006
20.510052348472918,7.101998395201661,0.44947899838915806,0.03048490732908249,6.0,5.99999994549776
20.778393348301798,7.236136760134423,0.46143404363202384,0.044625818729400635,6.0,5.999999957280586
21.046258373270827,7.371220924507135,0.47827784741638457,0.044625818729400635,6.0,5.999999966516086
21.312360099655976,7.509741415427531,0.508114989547583,0.032931722700595856,6.0,5.999999973754965
21.575769360478905,7.653309865877066,0.5426017890258971,0.032931722700595856,6.0,5.999999979428873
21.835569980489428,7.8033040942490794,0.5781591588002446,0.08459140360355377,6.0,5.99999998387614
22.090683759957933,7.961124514748272,0.6196934815710162,0.08459140360355377,6.0,5.999999987361955
22.33955872138199,8.128601942517781,0.6727656782706722,0.11671019345521927,6.0,5.999999990094171
22.58067937090293,8.307044736086736,0.733456854245152,0.11671019345521927,6.0,5.9999999922357095
22.811611602037786,8.498472136532683,0.8080356442875908,0.1585303395986557,6.0,5.99999999391427
23.029765014951046,8.70431330494044,0.8939293717348791,0.1585303395986557,6.0,5.999999995229943
23.231378799552516,8.92571564235676,0.9954107211533617,0.17591282725334167,4.0,5.904899996074523
23.402904538486247,9.151100987281211,1.1789851983802349,0.17591282725334167,4.0,5.429399996074521
23.532387184279507,9.376571422416331,1.448347282125223,0.13087771832942963,6.0,5.094220046261175
23.616511445428635,9.621963271965885,1.578866031736994,0.13087771832942963,6.0,5.290040400794738
23.662209846141614,9.886335732011906,1.6241407984520715,0.040468309074640274,6.0,5.443526399073926
23.679468717902353,10.161015636027019,1.6583114698686594,0.040468309074640274,6.0,5.563830295591084
23.678477157480636,10.44162046308576,1.674795564585453,0.04382552579045296,6.0,5.6581257210987905
23.664397712304734,10.72608001476476,1.6910666568763766,0.04382552579045296,6.0,5.732035440809417
23.640100924296302,11.013148094519755,1.7125012927712397,0.048648010939359665,6.0,5.789966635650432
23.60695139666647,11.301919359693525,1.738118689104421,0.048648010939359665,6.0,5.835373699144209
23.565347238268867,11.591630756377425,1.7667228197238105,0.04302579537034035,6.0,5.870964220292378
23.515311401052852,11.881608343846473,1.7968330962107741,0.04302579537034035,6.0,5.898860435069004
23.456663811494135,12.171230413416238,1.8280890173546824,0.028031647205352783,6.0,5.920725773753536
23.389579981467822,12.460014182392854,1.8561414552120035,0.028031647205352783,6.0,5.937864050025692
23.315518290889067,12.747875480193649,1.871582068601534,0.01346818171441555,6.0,5.951297206393334
23.23544201289766,13.034742909213046,1.882295484899761,0.01346818171441555,6.0,5.961826251854613
23.150407975018503,13.32066897700354,1.8917617827478153,0.005611189641058445,6.0,5.970079025461325
23.061170339146244,13.60569574854308,1.9015627976979628,0.005611189641058445,6.0,5.976547633888756
22.968247872178406,13.889845078000747,1.9116210602039956,-0.003109172685071826,6.0,5.981617795386146
22.87249244976877,14.173291377785462,1.9157645820691218,-0.003109172685071826,6.0,5.98559183986542
22.77562034654632,14.456544749370838,1.908134998228418,-0.008913511410355568,6.0,5.9887067366061615
22.678819043799844,14.739968381144374,1.8963231709426114,-0.008913511410355568,6.0,5.991148224555297
22.583202438845515,15.023907838815312,1.8838539917810067,-0.003882914548739791,6.0,5.993061887800635
22.489624078553543,15.308614527712903,1.8714116118066235,-0.003882914548739791,6.0,5.994561836640378
22.398583582698663,15.594212433453993,1.8595320481016175,0.0020058921072632074,6.0,5.995737511894283
22.30981250417277,15.880579458549184,1.8542887470393243,0.0020058921072632074,6.0,5.996659018192375
22.22188968112964,16.1672510594628,1.8613430820646883,0.0017789806006476283,6.0,5.997381304261259
22.133763605927786,16.453893712490075,1.8728958828640236,0.0017789806006476283,6.0,5.997947439475291
22.044376097239457,16.740171450893193,1.8852748751760886,-0.009090360254049301,6.0,5.9983911820509475
21.953500743120337,17.026001450706552,1.8912280151708576,-0.009090360254049301,6.0,5.998738992023847
21.862213396216614,17.311716408886298,1.884733049322865,-0.01300293579697609,6.0,5.999011609040752
21.771352328195864,17.597579771414665,1.873542244656588,-0.01300293579697609,6.0,5.99922528904908
21.681858458882697,17.88388365757663,1.8613720378276335,-0.006411682814359665,6.0,5.999392773626813
21.594505126842755,18.170855239552186,1.8490508323790198,-0.006411682814359665,6.0,5.999524049753194
21.509755784656456,18.45861236723741,1.8372056257642129,-0.006411682814359665,6.0,5.999626945324779
